display_name,year,works_count,cited_by_count,city,longitude,latitude
Moscow Humanitarian Institute of E. Dashkova,2017,2,0,Moscow,37.593487,55.896465
Moscow Humanitarian Institute of E. Dashkova,2019,0,1,Moscow,37.593487,55.896465
Moscow Humanitarian Institute of E. Dashkova,2020,0,1,Moscow,37.593487,55.896465
Moscow Humanitarian Institute of E. Dashkova,2022,0,2,Moscow,37.593487,55.896465
Moscow Humanitarian Institute of E. Dashkova,2023,0,1,Moscow,37.593487,55.896465
Moscow Humanitarian-Technical Academy,2012,1,0,Moscow,39.578323,52.618443
Moscow Humanitarian-Technical Academy,2021,1,1,Moscow,39.578323,52.618443
Moscow Humanitarian-Technical Academy,2022,1,1,Moscow,39.578323,52.618443
Moscow Institute of Economics Politics and Law,2012,2,4,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2013,1,4,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2014,5,25,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2015,2,19,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2016,0,13,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2017,2,6,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2018,5,12,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2019,13,13,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2020,15,12,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2021,23,18,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2022,23,35,Moscow,37.631172,55.7406
Moscow Institute of Economics Politics and Law,2023,8,18,Moscow,37.631172,55.7406
Moscow Institute of Energy and Energy Saving,2012,2,8,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2013,3,11,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2014,2,13,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2015,2,23,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2016,2,18,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2017,1,24,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2018,3,22,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2019,2,22,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2020,2,28,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2021,0,26,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2022,2,32,Moscow,37.580193,55.770153
Moscow Institute of Energy and Energy Saving,2023,3,16,Moscow,37.580193,55.770153
Moscow Institute of Entrepreneurship and Law,2014,1,0,Moscow,37.61711,55.69544
Moscow Institute of Entrepreneurship and Law,2015,1,0,Moscow,37.61711,55.69544
Moscow Institute of Entrepreneurship and Law,2016,1,0,Moscow,37.61711,55.69544
Moscow Institute of Entrepreneurship and Law,2017,1,0,Moscow,37.61711,55.69544
Moscow Institute of Entrepreneurship and Law,2018,2,0,Moscow,37.61711,55.69544
Moscow Institute of Entrepreneurship and Law,2019,1,0,Moscow,37.61711,55.69544
Moscow Institute of Entrepreneurship and Law,2020,3,14,Moscow,37.61711,55.69544
Moscow Institute of Entrepreneurship and Law,2021,0,15,Moscow,37.61711,55.69544
Moscow Institute of Entrepreneurship and Law,2022,0,9,Moscow,37.61711,55.69544
Moscow Institute of Entrepreneurship and Law,2023,0,5,Moscow,37.61711,55.69544
Moscow Institute of Foreign Languages,2012,0,2,Moscow,37.68358,55.771664
Moscow Institute of Foreign Languages,2014,0,2,Moscow,37.68358,55.771664
Moscow Institute of Foreign Languages,2016,0,1,Moscow,37.68358,55.771664
Moscow Institute of Foreign Languages,2018,0,1,Moscow,37.68358,55.771664
Moscow Institute of Foreign Languages,2021,0,3,Moscow,37.68358,55.771664
Moscow Institute of Foreign Languages,2022,1,1,Moscow,37.68358,55.771664
Moscow Institute of Foreign Languages,2023,0,1,Moscow,37.68358,55.771664
Moscow Institute of Medical and Social Rehabilitologists,2012,1,2,Moscow,37.780544,55.791943
Moscow Institute of Medical and Social Rehabilitologists,2014,1,0,Moscow,37.780544,55.791943
Moscow Institute of Medical and Social Rehabilitologists,2015,0,2,Moscow,37.780544,55.791943
Moscow Institute of Medical and Social Rehabilitologists,2016,1,0,Moscow,37.780544,55.791943
Moscow Institute of Medical and Social Rehabilitologists,2019,0,1,Moscow,37.780544,55.791943
Moscow Institute of Medical and Social Rehabilitologists,2021,1,2,Moscow,37.780544,55.791943
Moscow Institute of Medical and Social Rehabilitologists,2022,1,1,Moscow,37.780544,55.791943
Moscow Institute of Medical and Social Rehabilitologists,2023,2,0,Moscow,37.780544,55.791943
Moscow Institute of Modern Business,2014,2,0,Moscow,37.404697,55.735096
Moscow Institute of Modern Business,2016,2,3,Moscow,37.404697,55.735096
Moscow Institute of Modern Business,2017,0,27,Moscow,37.404697,55.735096
Moscow Institute of Modern Business,2018,0,48,Moscow,37.404697,55.735096
Moscow Institute of Modern Business,2019,2,45,Moscow,37.404697,55.735096
Moscow Institute of Modern Business,2020,1,61,Moscow,37.404697,55.735096
Moscow Institute of Modern Business,2021,1,74,Moscow,37.404697,55.735096
Moscow Institute of Modern Business,2022,4,57,Moscow,37.404697,55.735096
Moscow Institute of Modern Business,2023,2,34,Moscow,37.404697,55.735096
Moscow Institute of Physics and Technology,2012,460,2845,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2013,721,3796,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2014,977,5404,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2015,1210,7968,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2016,1409,10927,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2017,1540,13034,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2018,1912,16820,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2019,2309,22745,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2020,2547,28992,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2021,2565,37361,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2022,1915,37307,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of Physics and Technology,2023,1006,24614,Dolgoprudnyy,37.52139,55.929443
Moscow Institute of State Management and Law,2014,1,0,Moscow,37.258987,55.673576
Moscow Institute of State Management and Law,2015,1,0,Moscow,37.258987,55.673576
Moscow Institute of State Management and Law,2016,1,0,Moscow,37.258987,55.673576
Moscow Institute of State Management and Law,2017,5,0,Moscow,37.258987,55.673576
Moscow Institute of State Management and Law,2018,4,1,Moscow,37.258987,55.673576
Moscow Institute of State Management and Law,2019,19,5,Moscow,37.258987,55.673576
Moscow Institute of State Management and Law,2020,20,10,Moscow,37.258987,55.673576
Moscow Institute of State Management and Law,2021,43,15,Moscow,37.258987,55.673576
Moscow Institute of State Management and Law,2022,29,40,Moscow,37.258987,55.673576
Moscow Institute of State Management and Law,2023,8,9,Moscow,37.258987,55.673576
Moscow Institute of Thermal Technology,2012,174,6901,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2013,207,7854,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2014,252,8621,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2015,259,9190,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2016,281,9075,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2017,317,9427,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2018,290,10562,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2019,348,13063,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2020,403,16016,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2021,395,17925,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2022,273,13843,Moscow,37.6105,55.758747
Moscow Institute of Thermal Technology,2023,161,8292,Moscow,37.6105,55.758747
Moscow International Higher Business School,2012,1,0,Moscow,37.663513,55.736237
Moscow International Higher Business School,2013,0,2,Moscow,37.663513,55.736237
Moscow International Higher Business School,2014,2,2,Moscow,37.663513,55.736237
Moscow International Higher Business School,2015,4,1,Moscow,37.663513,55.736237
Moscow International Higher Business School,2016,16,0,Moscow,37.663513,55.736237
Moscow International Higher Business School,2017,0,2,Moscow,37.663513,55.736237
Moscow International Higher Business School,2020,3,2,Moscow,37.663513,55.736237
Moscow International Higher Business School,2021,4,4,Moscow,37.663513,55.736237
Moscow International Higher Business School,2022,0,3,Moscow,37.663513,55.736237
Moscow International Higher Business School,2023,0,2,Moscow,37.663513,55.736237
Moscow New Law Institute,2014,1,0,Moscow,37.731483,55.814846
Moscow New Law Institute,2015,1,0,Moscow,37.731483,55.814846
Moscow New Law Institute,2016,2,0,Moscow,37.731483,55.814846
Moscow New Law Institute,2018,1,0,Moscow,37.731483,55.814846
Moscow New Law Institute,2022,1,0,Moscow,37.731483,55.814846
Moscow Open Social University,2012,4,109,Moscow,NA,NA
Moscow Open Social University,2013,5,145,Moscow,NA,NA
Moscow Open Social University,2014,2,157,Moscow,NA,NA
Moscow Open Social University,2015,2,121,Moscow,NA,NA
Moscow Open Social University,2016,1,140,Moscow,NA,NA
Moscow Open Social University,2017,1,126,Moscow,NA,NA
Moscow Open Social University,2018,1,129,Moscow,NA,NA
Moscow Open Social University,2019,2,198,Moscow,NA,NA
Moscow Open Social University,2020,1,128,Moscow,NA,NA
Moscow Open Social University,2021,1,108,Moscow,NA,NA
Moscow Open Social University,2022,1,111,Moscow,NA,NA
Moscow Open Social University,2023,0,57,Moscow,NA,NA
Moscow Polytechnic University,2012,191,40,Moscow,37.7116,55.7812
Moscow Polytechnic University,2013,526,28,Moscow,37.7116,55.7812
Moscow Polytechnic University,2014,427,48,Moscow,37.7116,55.7812
Moscow Polytechnic University,2015,316,73,Moscow,37.7116,55.7812
Moscow Polytechnic University,2016,171,100,Moscow,37.7116,55.7812
Moscow Polytechnic University,2017,174,191,Moscow,37.7116,55.7812
Moscow Polytechnic University,2018,242,329,Moscow,37.7116,55.7812
Moscow Polytechnic University,2019,246,464,Moscow,37.7116,55.7812
Moscow Polytechnic University,2020,363,699,Moscow,37.7116,55.7812
Moscow Polytechnic University,2021,524,973,Moscow,37.7116,55.7812
Moscow Polytechnic University,2022,406,1165,Moscow,37.7116,55.7812
Moscow Polytechnic University,2023,281,934,Moscow,37.7116,55.7812
Moscow Power Engineering Institute,2012,207,851,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2013,263,1021,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2014,368,1130,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2015,388,1373,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2016,481,1639,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2017,713,2062,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2018,899,2421,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2019,1209,3130,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2020,1701,4555,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2021,1704,6100,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2022,1490,6757,Moscow,37.708332,55.754723
Moscow Power Engineering Institute,2023,693,4968,Moscow,37.708332,55.754723
Moscow Psycho Social University,2013,3,0,Moscow,NA,NA
Moscow Psycho Social University,2014,1,0,Moscow,NA,NA
Moscow Psycho Social University,2015,7,0,Moscow,NA,NA
Moscow Psycho Social University,2016,2,2,Moscow,NA,NA
Moscow Psycho Social University,2017,3,0,Moscow,NA,NA
Moscow Psycho Social University,2018,1,1,Moscow,NA,NA
Moscow Psycho Social University,2019,4,6,Moscow,NA,NA
Moscow Psycho Social University,2020,8,7,Moscow,NA,NA
Moscow Psycho Social University,2021,24,5,Moscow,NA,NA
Moscow Psycho Social University,2022,31,6,Moscow,NA,NA
Moscow Psycho Social University,2023,3,2,Moscow,NA,NA
Moscow Region State University,2012,28,40,Moscow,37.675335,55.763332
Moscow Region State University,2013,38,63,Moscow,37.675335,55.763332
Moscow Region State University,2014,35,94,Moscow,37.675335,55.763332
Moscow Region State University,2015,213,100,Moscow,37.675335,55.763332
Moscow Region State University,2016,372,178,Moscow,37.675335,55.763332
Moscow Region State University,2017,385,235,Moscow,37.675335,55.763332
Moscow Region State University,2018,368,286,Moscow,37.675335,55.763332
Moscow Region State University,2019,356,429,Moscow,37.675335,55.763332
Moscow Region State University,2020,492,625,Moscow,37.675335,55.763332
Moscow Region State University,2021,484,652,Moscow,37.675335,55.763332
Moscow Region State University,2022,330,698,Moscow,37.675335,55.763332
Moscow Region State University,2023,84,543,Moscow,37.675335,55.763332
Moscow Regional Institute of Management and Law,2022,1,0,Moscow,37.913357,55.97424
Moscow Regional Psychiatry Hospital No.5,2012,14,210,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2013,17,173,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2014,17,201,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2015,28,193,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2016,19,257,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2017,16,254,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2018,12,239,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2019,15,238,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2020,12,263,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2021,10,285,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2022,15,274,Moscow,37.975494,56.241776
Moscow Regional Psychiatry Hospital No.5,2023,6,154,Moscow,37.975494,56.241776
Moscow Regional Research Institute of Obstetrics and Gynecology,2012,8,92,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2013,4,127,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2014,19,84,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2015,24,95,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2016,37,116,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2017,57,120,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2018,55,146,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2019,46,210,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2020,62,283,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2021,98,401,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2022,64,382,Moscow,37.648094,55.759773
Moscow Regional Research Institute of Obstetrics and Gynecology,2023,48,284,Moscow,37.648094,55.759773
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2012,6,6,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2013,6,17,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2014,10,28,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2015,14,19,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2016,53,30,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2017,40,40,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2018,65,56,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2019,62,134,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2020,106,200,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2021,87,252,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2022,68,324,Moscow,37.610405,55.770153
Moscow Regional Scientific Research Clinical Institute. MF Vladimirsky,2023,46,209,Moscow,37.610405,55.770153
Moscow Regional Socio-Economic Institute,2014,1,0,Moscow,37.71409,55.54476
Moscow Regional Socio-Economic Institute,2017,0,1,Moscow,37.71409,55.54476
Moscow Regional Socio-Economic Institute,2019,1,2,Moscow,37.71409,55.54476
Moscow Regional Socio-Economic Institute,2020,0,2,Moscow,37.71409,55.54476
Moscow Regional Socio-Economic Institute,2021,5,0,Moscow,37.71409,55.54476
Moscow Regional Socio-Economic Institute,2022,1,1,Moscow,37.71409,55.54476
Moscow Regional Socio-Economic Institute,2023,0,1,Moscow,37.71409,55.54476
Moscow Research Institute for Cybernetic Medicine,2012,0,1,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2013,0,1,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2014,0,2,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2015,0,3,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2016,0,8,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2017,0,2,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2018,0,1,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2019,0,6,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2020,0,4,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2021,1,8,Moscow,-73.5833,45.51131
Moscow Research Institute for Cybernetic Medicine,2022,0,6,Moscow,-73.5833,45.51131
"Moscow Research Institute"" Nemchinovka """,2012,2,9,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2013,2,13,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2014,7,17,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2015,3,14,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2016,23,18,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2017,22,15,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2018,22,14,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2019,14,21,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2020,19,30,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2021,45,44,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2022,26,72,Moscow,37.367355,55.70706
"Moscow Research Institute"" Nemchinovka """,2023,11,66,Moscow,37.367355,55.70706
Moscow Research and Clinical Center for Neuropsychiatry,2012,10,350,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2013,16,377,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2014,19,339,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2015,26,408,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2016,38,444,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2017,55,501,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2018,51,564,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2019,52,710,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2020,48,929,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2021,84,1434,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2022,59,2107,Moscow,37.6047,55.716526
Moscow Research and Clinical Center for Neuropsychiatry,2023,22,1386,Moscow,37.6047,55.716526
Moscow School of Social and Economic Sciences,2012,8,7,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2013,3,10,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2014,4,7,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2015,1,15,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2016,5,7,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2017,7,14,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2018,8,29,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2019,10,35,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2020,5,63,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2021,12,37,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2022,8,46,Moscow,37.477047,55.669006
Moscow School of Social and Economic Sciences,2023,6,32,Moscow,37.477047,55.669006
Moscow Scientific-Research Television Institute,2017,1,0,Moscow,37.712177,55.775364
Moscow State Academy of Choreography,2012,1,0,Moscow,37.580734,55.72171
Moscow State Academy of Choreography,2014,1,0,Moscow,37.580734,55.72171
Moscow State Academy of Choreography,2016,1,0,Moscow,37.580734,55.72171
Moscow State Academy of Choreography,2018,2,0,Moscow,37.580734,55.72171
Moscow State Academy of Choreography,2019,1,0,Moscow,37.580734,55.72171
Moscow State Academy of Choreography,2020,6,1,Moscow,37.580734,55.72171
Moscow State Academy of Choreography,2021,3,0,Moscow,37.580734,55.72171
Moscow State Academy of Choreography,2022,3,0,Moscow,37.580734,55.72171
Moscow State Academy of Physical Education,2013,1,0,Malakhovka,38.013355,55.63955
Moscow State Academy of Physical Education,2016,1,1,Malakhovka,38.013355,55.63955
Moscow State Academy of Physical Education,2017,1,0,Malakhovka,38.013355,55.63955
Moscow State Academy of Physical Education,2018,3,0,Malakhovka,38.013355,55.63955
Moscow State Academy of Physical Education,2019,5,0,Malakhovka,38.013355,55.63955
Moscow State Academy of Physical Education,2020,9,1,Malakhovka,38.013355,55.63955
Moscow State Academy of Physical Education,2021,16,6,Malakhovka,38.013355,55.63955
Moscow State Academy of Physical Education,2022,13,8,Malakhovka,38.013355,55.63955
Moscow State Academy of Physical Education,2023,4,5,Malakhovka,38.013355,55.63955
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2012,3,29,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2013,9,40,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2014,13,44,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2015,24,28,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2016,29,66,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2017,27,48,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2018,43,128,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2019,78,176,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2020,93,316,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2021,152,467,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2022,106,458,Moscow,37.799988,55.698006
Moscow State Academy of Veterinary Medicine and Biotechnology named after Skryabin,2023,62,361,Moscow,37.799988,55.698006
Moscow State Academy of Water Transport,2012,1,1,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2013,1,3,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2014,9,3,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2015,5,0,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2016,4,8,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2017,4,5,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2018,5,7,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2019,15,8,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2020,9,12,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2021,6,21,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2022,1,8,Moscow,37.625404,55.702766
Moscow State Academy of Water Transport,2023,1,6,Moscow,37.625404,55.702766
Moscow State Agroengineering University named after V.P. Goryachkin,2012,35,39,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2013,33,50,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2014,53,69,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2015,52,108,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2016,62,124,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2017,57,184,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2018,71,236,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2019,135,332,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2020,292,554,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2021,516,1045,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2022,365,978,Moscow,37.550167,55.834503
Moscow State Agroengineering University named after V.P. Goryachkin,2023,171,781,Moscow,37.550167,55.834503
Moscow State Art and Industry Academy named after SG Stroganov,2018,1,0,Moscow,37.49849,55.80746
Moscow State Art and Industry Academy named after SG Stroganov,2019,7,0,Moscow,37.49849,55.80746
Moscow State Art and Industry Academy named after SG Stroganov,2020,15,3,Moscow,37.49849,55.80746
Moscow State Art and Industry Academy named after SG Stroganov,2021,89,4,Moscow,37.49849,55.80746
Moscow State Art and Industry Academy named after SG Stroganov,2022,191,16,Moscow,37.49849,55.80746
Moscow State Art and Industry Academy named after SG Stroganov,2023,89,4,Moscow,37.49849,55.80746
Moscow State Aviation Technological University,2012,34,136,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2013,44,146,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2014,52,220,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2015,70,329,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2016,31,389,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2017,5,323,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2018,3,326,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2019,1,349,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2020,5,317,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2021,4,327,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2022,6,288,Moscow,37.409325,55.739178
Moscow State Aviation Technological University,2023,2,159,Moscow,37.409325,55.739178
Moscow State Forest University,2012,14,92,Moscow,37.790417,55.927437
Moscow State Forest University,2013,8,101,Moscow,37.790417,55.927437
Moscow State Forest University,2014,8,102,Moscow,37.790417,55.927437
Moscow State Forest University,2015,14,152,Moscow,37.790417,55.927437
Moscow State Forest University,2016,14,144,Moscow,37.790417,55.927437
Moscow State Forest University,2017,6,152,Moscow,37.790417,55.927437
Moscow State Forest University,2018,3,178,Moscow,37.790417,55.927437
Moscow State Forest University,2019,3,208,Moscow,37.790417,55.927437
Moscow State Forest University,2020,5,240,Moscow,37.790417,55.927437
Moscow State Forest University,2021,1,265,Moscow,37.790417,55.927437
Moscow State Forest University,2022,2,213,Moscow,37.790417,55.927437
