region_shp,year,type,works_count,cited_by_count,inst_count
Mariy-El,2012,other,0,1,1
Mariy-El,2013,education,40,147,2
Mariy-El,2014,education,83,197,2
Mariy-El,2014,other,2,1,2
Mariy-El,2015,education,169,267,2
Mariy-El,2015,other,3,0,1
Mariy-El,2016,education,119,238,2
Mariy-El,2016,other,2,1,1
Mariy-El,2017,education,167,300,2
Mariy-El,2017,other,1,1,2
Mariy-El,2018,education,189,342,2
Mariy-El,2018,other,8,1,2
Mariy-El,2019,education,250,629,2
Mariy-El,2019,other,5,2,2
Mariy-El,2020,education,313,961,2
Mariy-El,2020,other,8,10,2
Mariy-El,2021,education,283,1123,2
Mariy-El,2021,other,4,27,2
Mariy-El,2022,education,251,1246,2
Mariy-El,2022,other,2,50,2
Mariy-El,2023,education,191,1269,2
Mariy-El,2023,other,5,26,1
Mariy-El,2024,education,35,401,2
Mariy-El,2024,other,1,16,2
Mordovia,2012,education,87,288,3
Mordovia,2013,education,97,304,3
Mordovia,2014,education,98,298,3
Mordovia,2015,education,191,410,3
Mordovia,2016,education,233,540,3
Mordovia,2017,education,243,842,3
Mordovia,2018,education,435,950,3
Mordovia,2019,education,575,1292,3
Mordovia,2020,education,714,1775,3
Mordovia,2021,education,906,2271,3
Mordovia,2022,education,769,2571,3
Mordovia,2023,education,574,3049,3
Mordovia,2024,education,108,1066,3
Moscow City,2012,archive,150,969,6
Moscow City,2012,company,460,2851,50
Moscow City,2012,education,12099,95116,150
Moscow City,2012,facility,13260,199049,257
Moscow City,2012,government,4386,50859,40
Moscow City,2012,healthcare,364,5203,24
Moscow City,2012,nonprofit,169,1156,11
Moscow City,2012,other,197,3173,11
Moscow City,2013,archive,77,955,6
Moscow City,2013,company,491,3278,52
Moscow City,2013,education,15337,110491,150
Moscow City,2013,facility,14602,224985,262
Moscow City,2013,government,5582,56438,40
Moscow City,2013,healthcare,481,6028,22
Moscow City,2013,nonprofit,434,1298,12
Moscow City,2013,other,166,3498,14
Moscow City,2014,archive,89,952,5
Moscow City,2014,company,693,3925,53
Moscow City,2014,education,17941,122837,159
Moscow City,2014,facility,15401,241300,262
Moscow City,2014,government,6331,60735,41
Moscow City,2014,healthcare,609,6367,24
Moscow City,2014,nonprofit,391,1381,10
Moscow City,2014,other,179,3595,13
Moscow City,2015,archive,153,1063,8
Moscow City,2015,company,791,4389,56
Moscow City,2015,education,22417,144831,159
Moscow City,2015,facility,18882,266184,264
Moscow City,2015,government,7182,67768,43
Moscow City,2015,healthcare,984,6876,25
Moscow City,2015,nonprofit,509,1774,11
Moscow City,2015,other,286,3828,16
Moscow City,2016,archive,146,1067,6
Moscow City,2016,company,923,5112,57
Moscow City,2016,education,26046,166724,167
Moscow City,2016,facility,21051,287467,267
Moscow City,2016,government,8021,73594,40
Moscow City,2016,healthcare,1212,7666,25
Moscow City,2016,nonprofit,457,2085,10
Moscow City,2016,other,278,3460,15
Moscow City,2017,archive,170,1025,8
Moscow City,2017,company,1002,5562,59
Moscow City,2017,education,28070,186661,166
Moscow City,2017,facility,22348,307792,273
Moscow City,2017,government,8532,80506,41
Moscow City,2017,healthcare,1455,8938,23
Moscow City,2017,nonprofit,457,2249,14
Moscow City,2017,other,346,3603,14
Moscow City,2018,archive,210,1165,6
Moscow City,2018,company,1233,6546,63
Moscow City,2018,education,34311,212292,167
Moscow City,2018,facility,27594,347759,270
Moscow City,2018,government,10817,92800,42
Moscow City,2018,healthcare,1666,10952,24
Moscow City,2018,nonprofit,466,2729,14
Moscow City,2018,other,421,3831,16
Moscow City,2019,archive,301,1420,8
Moscow City,2019,company,1617,8598,62
Moscow City,2019,education,44496,265653,170
Moscow City,2019,facility,33462,396983,273
Moscow City,2019,government,14008,107542,43
Moscow City,2019,healthcare,2075,13487,24
Moscow City,2019,nonprofit,457,3259,15
Moscow City,2019,other,495,4520,16
Moscow City,2020,archive,281,1740,8
Moscow City,2020,company,1437,12669,62
Moscow City,2020,education,54092,351203,170
Moscow City,2020,facility,35877,462107,277
Moscow City,2020,government,15464,126583,43
Moscow City,2020,healthcare,2416,16949,24
Moscow City,2020,nonprofit,556,4070,15
Moscow City,2020,other,661,5701,19
Moscow City,2021,archive,329,1943,8
Moscow City,2021,company,1447,17022,64
Moscow City,2021,education,62622,446864,172
Moscow City,2021,facility,38676,539112,275
Moscow City,2021,government,17434,151111,43
Moscow City,2021,healthcare,2882,22509,25
Moscow City,2021,nonprofit,530,4848,15
Moscow City,2021,other,599,6231,18
Moscow City,2022,archive,274,1990,6
Moscow City,2022,company,1041,17475,65
Moscow City,2022,education,53128,479008,171
Moscow City,2022,facility,34016,545201,277
Moscow City,2022,government,15979,159884,41
Moscow City,2022,healthcare,2608,24419,25
Moscow City,2022,nonprofit,437,5115,15
Moscow City,2022,other,601,6585,17
Moscow City,2023,archive,283,1984,6
Moscow City,2023,company,811,18710,64
Moscow City,2023,education,45724,529277,172
Moscow City,2023,facility,33264,581259,273
Moscow City,2023,government,14878,172031,41
Moscow City,2023,healthcare,2501,25997,25
Moscow City,2023,nonprofit,330,5347,15
Moscow City,2023,other,486,6753,17
Moscow City,2024,archive,78,664,6
Moscow City,2024,company,202,6579,59
Moscow City,2024,education,10928,181534,157
Moscow City,2024,facility,6807,191422,264
Moscow City,2024,government,3082,55922,42
Moscow City,2024,healthcare,787,9400,25
Moscow City,2024,nonprofit,79,1860,11
Moscow City,2024,other,112,2506,14
Moskva,2012,archive,1,0,1
Moskva,2012,company,48,353,9
Moskva,2012,education,932,6472,17
Moskva,2012,facility,3015,65508,50
Moskva,2012,government,19,101,3
Moskva,2012,healthcare,33,874,3
Moskva,2012,nonprofit,36,386,2
Moskva,2013,company,73,319,10
Moskva,2013,education,1271,7908,20
Moskva,2013,facility,3173,71037,50
Moskva,2013,government,35,160,3
Moskva,2013,healthcare,38,903,3
Moskva,2013,nonprofit,30,338,2
Moskva,2014,company,93,482,9
Moskva,2014,education,1683,10286,21
Moskva,2014,facility,3163,74336,53
Moskva,2014,government,55,197,3
Moskva,2014,healthcare,62,897,3
Moskva,2014,nonprofit,43,395,2
Moskva,2014,other,1,3,1
Moskva,2015,company,100,503,10
Moskva,2015,education,2221,14404,19
Moskva,2015,facility,3665,80291,50
Moskva,2015,government,106,347,3
Moskva,2015,healthcare,82,1364,3
Moskva,2015,nonprofit,60,380,2
Moskva,2015,other,2,34,1
Moskva,2016,company,101,543,10
Moskva,2016,education,2516,18441,22
Moskva,2016,facility,4154,85920,56
Moskva,2016,government,104,310,3
Moskva,2016,healthcare,77,1591,3
Moskva,2016,nonprofit,62,407,2
Moskva,2016,other,0,34,1
Moskva,2017,company,99,702,10
Moskva,2017,education,2947,23677,21
Moskva,2017,facility,4007,86761,56
Moskva,2017,government,164,451,3
Moskva,2017,healthcare,79,1794,3
Moskva,2017,nonprofit,71,481,2
Moskva,2017,other,0,49,1
Moskva,2018,company,103,817,10
Moskva,2018,education,3649,31054,24
Moskva,2018,facility,4479,88730,56
Moskva,2018,government,254,617,3
Moskva,2018,healthcare,104,1811,3
Moskva,2018,nonprofit,104,625,2
Moskva,2018,other,1,34,1
Moskva,2019,company,151,954,10
Moskva,2019,education,4780,43549,24
Moskva,2019,facility,5209,98187,59
Moskva,2019,government,213,718,3
Moskva,2019,healthcare,155,2814,3
Moskva,2019,nonprofit,154,882,2
Moskva,2019,other,0,26,1
Moskva,2020,company,152,1049,10
Moskva,2020,education,5411,57652,24
Moskva,2020,facility,5132,109409,56
Moskva,2020,government,333,1066,3
Moskva,2020,healthcare,161,3749,3
Moskva,2020,nonprofit,272,3303,2
Moskva,2020,other,0,24,1
Moskva,2021,company,143,1286,10
Moskva,2021,education,5893,74149,24
Moskva,2021,facility,5379,119578,56
Moskva,2021,government,396,1134,3
Moskva,2021,healthcare,158,4370,3
Moskva,2021,nonprofit,293,6992,2
Moskva,2021,other,0,18,1
Moskva,2022,company,100,1179,10
Moskva,2022,education,4705,75960,26
Moskva,2022,facility,4549,115947,56
Moskva,2022,government,332,1576,3
Moskva,2022,healthcare,169,4618,3
Moskva,2022,nonprofit,223,8951,2
Moskva,2022,other,0,17,1
Moskva,2023,company,87,1281,10
Moskva,2023,education,4259,83904,24
Moskva,2023,facility,4279,119487,55
Moskva,2023,government,230,1576,3
Moskva,2023,healthcare,144,4334,3
Moskva,2023,nonprofit,221,10330,2
Moskva,2023,other,0,19,1
Moskva,2024,company,17,406,10
Moskva,2024,education,914,29692,23
Moskva,2024,facility,938,39893,52
Moskva,2024,government,39,411,3
Moskva,2024,healthcare,56,1705,3
Moskva,2024,nonprofit,51,3773,2
Moskva,2024,other,0,3,1
Murmansk,2012,education,74,127,3
Murmansk,2012,facility,213,1997,4
Murmansk,2012,healthcare,2,13,2
Murmansk,2013,education,31,103,2
Murmansk,2013,facility,214,2276,4
Murmansk,2013,healthcare,4,21,2
Murmansk,2014,education,42,159,3
Murmansk,2014,facility,242,2607,4
Murmansk,2014,healthcare,2,20,2
Murmansk,2015,education,88,167,3
Murmansk,2015,facility,236,2823,4
Murmansk,2015,healthcare,1,18,2
Murmansk,2016,education,110,175,4
Murmansk,2016,facility,253,2834,4
Murmansk,2016,healthcare,4,14,2
Murmansk,2017,education,124,240,3
Murmansk,2017,facility,332,3037,4
Murmansk,2017,healthcare,7,29,2
Murmansk,2018,education,149,307,4
Murmansk,2018,facility,422,3692,4
Murmansk,2018,healthcare,10,32,2
Murmansk,2019,education,218,404,3
Murmansk,2019,facility,544,4142,4
Murmansk,2019,healthcare,8,43,2
Murmansk,2020,education,286,621,4
Murmansk,2020,facility,664,5305,4
Murmansk,2020,healthcare,6,58,2
Murmansk,2021,education,224,849,3
Murmansk,2021,facility,708,6569,4
Murmansk,2021,healthcare,9,46,2
Murmansk,2022,education,188,865,4
Murmansk,2022,facility,657,7228,4
Murmansk,2022,healthcare,11,67,2
Murmansk,2023,education,167,1106,4
Murmansk,2023,facility,671,8243,4
Murmansk,2023,healthcare,10,43,2
Murmansk,2024,education,22,359,2
Murmansk,2024,facility,140,2674,4
Murmansk,2024,healthcare,2,16,2
Nizhegorod,2012,archive,0,1,1
Nizhegorod,2012,company,4,10,3
Nizhegorod,2012,education,350,1423,9
Nizhegorod,2012,facility,695,8046,10
Nizhegorod,2012,healthcare,14,474,4
Nizhegorod,2012,other,7,118,1
Nizhegorod,2013,company,8,16,3
Nizhegorod,2013,education,537,1689,10
Nizhegorod,2013,facility,714,8395,11
Nizhegorod,2013,healthcare,25,527,4
Nizhegorod,2013,other,8,147,1
Nizhegorod,2014,company,7,43,3
Nizhegorod,2014,education,718,2239,10
Nizhegorod,2014,facility,719,9035,10
Nizhegorod,2014,healthcare,30,672,4
Nizhegorod,2014,other,1,116,1
Nizhegorod,2015,company,16,53,3
Nizhegorod,2015,education,1142,3498,9
Nizhegorod,2015,facility,893,10540,12
Nizhegorod,2015,healthcare,53,749,4
Nizhegorod,2015,other,8,141,1
Nizhegorod,2016,archive,1,0,1
Nizhegorod,2016,company,15,66,3
Nizhegorod,2016,education,1279,4617,10
Nizhegorod,2016,facility,1030,13331,10
Nizhegorod,2016,healthcare,40,763,4
Nizhegorod,2016,other,6,116,1
Nizhegorod,2017,archive,1,1,1
Nizhegorod,2017,company,13,68,3
Nizhegorod,2017,education,1535,5478,10
Nizhegorod,2017,facility,1023,15457,11
Nizhegorod,2017,healthcare,56,860,4
Nizhegorod,2017,other,14,111,1
Nizhegorod,2018,archive,4,1,1
Nizhegorod,2018,company,22,74,3
Nizhegorod,2018,education,1759,7145,10
Nizhegorod,2018,facility,1147,17495,12
Nizhegorod,2018,healthcare,75,786,4
Nizhegorod,2018,other,20,90,1
Nizhegorod,2019,archive,3,5,1
Nizhegorod,2019,company,18,75,3
Nizhegorod,2019,education,2445,9751,10
Nizhegorod,2019,facility,1163,19282,12
Nizhegorod,2019,healthcare,124,1034,4
Nizhegorod,2019,other,30,124,1
Nizhegorod,2020,archive,7,7,1
Nizhegorod,2020,company,17,113,3
Nizhegorod,2020,education,3042,13006,10
Nizhegorod,2020,facility,1312,21957,13
Nizhegorod,2020,healthcare,135,1351,4
Nizhegorod,2020,other,41,138,1
Nizhegorod,2021,archive,2,31,1
Nizhegorod,2021,company,29,108,3
Nizhegorod,2021,education,3316,17103,11
Nizhegorod,2021,facility,1218,25101,13
Nizhegorod,2021,healthcare,133,1641,4
Nizhegorod,2021,other,34,173,1
Nizhegorod,2022,archive,3,53,1
Nizhegorod,2022,company,25,95,3
Nizhegorod,2022,education,2872,17804,10
Nizhegorod,2022,facility,1069,24262,12
Nizhegorod,2022,healthcare,129,1654,4
Nizhegorod,2022,other,37,157,1
Nizhegorod,2023,archive,1,30,1
Nizhegorod,2023,company,14,95,3
Nizhegorod,2023,education,2282,20113,10
Nizhegorod,2023,facility,983,24154,11
Nizhegorod,2023,healthcare,130,1674,4
Nizhegorod,2023,other,24,157,1
Nizhegorod,2024,archive,0,14,1
Nizhegorod,2024,company,4,21,3
Nizhegorod,2024,education,502,6705,10
Nizhegorod,2024,facility,184,7607,11
Nizhegorod,2024,healthcare,30,539,4
Nizhegorod,2024,other,5,59,1
North Ossetia,2012,education,36,102,5
North Ossetia,2012,government,6,13,1
North Ossetia,2013,education,42,130,5
North Ossetia,2013,government,11,14,1
North Ossetia,2014,education,67,117,5
North Ossetia,2014,government,13,10,1
North Ossetia,2015,education,80,179,5
North Ossetia,2015,facility,1,0,1
North Ossetia,2015,government,13,42,1
North Ossetia,2016,education,124,173,5
North Ossetia,2016,government,31,35,1
North Ossetia,2017,education,123,214,5
North Ossetia,2017,facility,2,0,1
North Ossetia,2017,government,27,54,1
North Ossetia,2018,education,164,291,5
North Ossetia,2018,facility,1,0,1
North Ossetia,2018,government,46,89,1
North Ossetia,2019,education,247,369,5
North Ossetia,2019,facility,1,0,1
North Ossetia,2019,government,64,102,1
North Ossetia,2020,education,397,589,5
North Ossetia,2020,facility,1,0,1
North Ossetia,2020,government,101,160,1
North Ossetia,2021,education,588,952,5
North Ossetia,2021,facility,0,4,1
North Ossetia,2021,government,143,260,1
North Ossetia,2022,education,514,899,5
North Ossetia,2022,facility,7,1,1
North Ossetia,2022,government,106,237,1
North Ossetia,2023,education,330,1504,5
North Ossetia,2023,facility,2,1,1
North Ossetia,2023,government,89,289,1
North Ossetia,2024,education,71,533,5
North Ossetia,2024,facility,0,1,1
North Ossetia,2024,government,24,109,1
Novgorod,2012,education,162,1534,1
Novgorod,2013,education,187,1694,1
Novgorod,2014,education,231,2091,1
Novgorod,2015,education,292,2395,1
Novgorod,2016,education,280,2571,1
Novgorod,2017,education,224,2751,1
Novgorod,2018,education,275,2788,1
Novgorod,2019,education,316,3035,1
Novgorod,2020,education,447,3363,1
Novgorod,2021,education,597,3543,1
Novgorod,2022,education,415,3272,1
Novgorod,2023,education,303,3475,1
Novgorod,2024,education,46,1042,1
Novosibirsk,2012,archive,1,0,1
Novosibirsk,2012,company,5,22,4
Novosibirsk,2012,education,1146,5621,18
Novosibirsk,2012,facility,3759,53572,44
Novosibirsk,2012,government,652,5535,1
Novosibirsk,2012,healthcare,22,113,3
Novosibirsk,2012,other,18,194,1
Novosibirsk,2013,company,8,31,3
Novosibirsk,2013,education,1293,7540,18
Novosibirsk,2013,facility,4142,59794,44
Novosibirsk,2013,government,776,7248,1
Novosibirsk,2013,healthcare,33,125,2
Novosibirsk,2013,other,22,228,1
Novosibirsk,2014,company,13,47,4
Novosibirsk,2014,education,2115,9983,17
Novosibirsk,2014,facility,4514,65249,44
Novosibirsk,2014,government,801,8571,1
Novosibirsk,2014,healthcare,30,132,3
Novosibirsk,2014,other,14,210,1
Novosibirsk,2015,archive,9,0,1
Novosibirsk,2015,company,15,48,3
Novosibirsk,2015,education,2545,13869,18
Novosibirsk,2015,facility,5233,72733,44
Novosibirsk,2015,government,1105,11640,1
Novosibirsk,2015,healthcare,67,141,4
Novosibirsk,2015,other,13,228,1
Novosibirsk,2016,archive,16,4,1
Novosibirsk,2016,company,24,66,4
Novosibirsk,2016,education,3455,18747,18
Novosibirsk,2016,facility,6288,80917,44
Novosibirsk,2016,government,1141,14169,1
Novosibirsk,2016,healthcare,76,159,4
Novosibirsk,2016,other,19,262,1
Novosibirsk,2017,archive,38,10,1
Novosibirsk,2017,company,14,55,4
Novosibirsk,2017,education,3438,22844,19
Novosibirsk,2017,facility,6231,88670,46
Novosibirsk,2017,government,1226,15781,1
Novosibirsk,2017,healthcare,85,205,5
Novosibirsk,2017,other,19,273,1
Novosibirsk,2018,archive,36,26,1
Novosibirsk,2018,company,11,56,4
Novosibirsk,2018,education,4074,28221,19
Novosibirsk,2018,facility,6855,95948,46
Novosibirsk,2018,government,1646,17139,1
Novosibirsk,2018,healthcare,126,243,5
Novosibirsk,2018,other,26,305,1
Novosibirsk,2019,archive,57,43,1
Novosibirsk,2019,company,8,47,4
Novosibirsk,2019,education,4618,33694,19
Novosibirsk,2019,facility,8362,106587,46
Novosibirsk,2019,government,2108,20564,1
Novosibirsk,2019,healthcare,172,373,5
Novosibirsk,2019,other,15,358,1
Novosibirsk,2020,archive,71,112,1
Novosibirsk,2020,company,7,45,4
Novosibirsk,2020,education,4745,40163,19
Novosibirsk,2020,facility,8158,120433,46
Novosibirsk,2020,government,2292,24179,1
Novosibirsk,2020,healthcare,208,572,5
Novosibirsk,2020,other,13,350,1
Novosibirsk,2021,archive,82,197,1
Novosibirsk,2021,company,19,47,4
Novosibirsk,2021,education,5168,48224,19
Novosibirsk,2021,facility,8768,138185,46
Novosibirsk,2021,government,2505,29215,1
Novosibirsk,2021,healthcare,284,812,5
Novosibirsk,2021,other,8,390,1
Novosibirsk,2022,archive,87,203,1
Novosibirsk,2022,company,13,52,4
Novosibirsk,2022,education,4281,48325,19
Novosibirsk,2022,facility,7443,137118,46
Novosibirsk,2022,government,2159,30614,1
Novosibirsk,2022,healthcare,289,1142,5
Novosibirsk,2022,other,1,406,1
Novosibirsk,2023,archive,72,197,1
Novosibirsk,2023,company,1,68,4
Novosibirsk,2023,education,3446,51662,19
Novosibirsk,2023,facility,7274,147788,46
Novosibirsk,2023,government,1928,33667,1
Novosibirsk,2023,healthcare,218,1213,5
Novosibirsk,2023,other,2,370,1
Novosibirsk,2024,archive,11,56,1
Novosibirsk,2024,company,0,17,4
Novosibirsk,2024,education,776,17045,19
Novosibirsk,2024,facility,1571,48826,45
Novosibirsk,2024,government,413,10744,1
Novosibirsk,2024,healthcare,49,387,4
Novosibirsk,2024,other,0,124,1
Omsk,2012,company,2,1,1
Omsk,2012,education,202,439,10
Omsk,2012,facility,28,209,3
Omsk,2012,healthcare,32,19,3
Omsk,2013,education,192,534,10
Omsk,2013,facility,32,226,2
Omsk,2013,healthcare,32,15,3
Omsk,2014,company,1,0,1
Omsk,2014,education,340,660,10
Omsk,2014,facility,48,243,2
Omsk,2014,healthcare,48,57,3
Omsk,2015,company,4,1,1
Omsk,2015,education,419,908,10
Omsk,2015,facility,67,281,2
Omsk,2015,healthcare,99,114,3
Omsk,2016,company,9,2,1
Omsk,2016,education,557,1248,10
Omsk,2016,facility,65,331,2
Omsk,2016,healthcare,76,211,3
Omsk,2017,company,8,10,1
Omsk,2017,education,610,1433,10
Omsk,2017,facility,81,392,2
Omsk,2017,healthcare,92,368,3
Omsk,2018,company,3,14,1
Omsk,2018,education,1045,2130,10
Omsk,2018,facility,74,508,2
Omsk,2018,healthcare,126,442,3
Omsk,2019,company,3,24,1
Omsk,2019,education,1234,2544,11
Omsk,2019,facility,56,791,2
Omsk,2019,healthcare,209,533,3
Omsk,2020,company,1,15,1
Omsk,2020,education,1628,3376,11
Omsk,2020,facility,23,915,3
Omsk,2020,healthcare,245,1037,3
Omsk,2021,company,0,10,1
Omsk,2021,education,1789,3818,11
Omsk,2021,facility,16,703,2
Omsk,2021,healthcare,257,1595,3
Omsk,2022,company,0,12,1
Omsk,2022,education,1242,3818,11
Omsk,2022,facility,20,745,2
Omsk,2022,healthcare,231,2229,3
Omsk,2023,company,2,7,1
Omsk,2023,education,818,3993,11
Omsk,2023,facility,14,857,3
Omsk,2023,healthcare,239,2796,3
Omsk,2024,company,1,1,1
Omsk,2024,education,161,1045,11
Omsk,2024,facility,4,244,2
Omsk,2024,healthcare,71,1081,3
Orel,2012,education,38,74,6
Orel,2012,facility,5,13,2
Orel,2013,education,32,72,4
Orel,2013,facility,8,15,2
Orel,2014,education,34,105,6
Orel,2014,facility,10,25,2
Orel,2015,education,49,149,7
Orel,2015,facility,7,31,2
Orel,2016,education,91,177,8
Orel,2016,facility,10,37,2
Orel,2017,archive,1,0,1
Orel,2017,education,235,252,8
Orel,2017,facility,6,37,2
Orel,2018,archive,5,0,1
Orel,2018,company,2,0,1
Orel,2018,education,272,364,8
Orel,2018,facility,12,35,2
Orel,2018,healthcare,1,0,1
Orel,2019,archive,2,1,1
Orel,2019,education,372,571,8
Orel,2019,facility,17,46,2
Orel,2019,healthcare,1,0,1
Orel,2020,archive,4,2,1
Orel,2020,company,3,3,1
Orel,2020,education,543,1058,8
Orel,2020,facility,52,86,2
Orel,2020,healthcare,1,0,1
Orel,2021,archive,1,17,1
Orel,2021,company,0,1,1
Orel,2021,education,772,1621,8
Orel,2021,facility,100,168,2
Orel,2022,archive,1,36,1
Orel,2022,company,0,5,1
Orel,2022,education,510,1654,8
Orel,2022,facility,67,191,2
Orel,2023,archive,1,19,1
Orel,2023,company,0,3,1
Orel,2023,education,258,2031,8
Orel,2023,facility,41,246,2
Orel,2024,archive,0,16,1
Orel,2024,company,0,1,1
Orel,2024,education,58,575,7
Orel,2024,facility,8,86,2
Orenburg,2012,company,4,11,1
Orenburg,2012,education,48,75,3
Orenburg,2012,facility,8,16,2
Orenburg,2012,healthcare,22,45,2
Orenburg,2013,company,2,15,1
Orenburg,2013,education,67,107,3
Orenburg,2013,facility,9,18,2
Orenburg,2013,healthcare,26,51,2
Orenburg,2014,company,3,8,1
Orenburg,2014,education,68,110,3
Orenburg,2014,facility,8,20,2
Orenburg,2014,healthcare,38,51,3
Orenburg,2015,company,4,12,1
Orenburg,2015,education,119,142,3
Orenburg,2015,facility,8,19,2
Orenburg,2015,healthcare,42,86,3
Orenburg,2016,company,5,16,1
Orenburg,2016,education,119,184,3
Orenburg,2016,facility,11,27,1
Orenburg,2016,healthcare,43,118,3
Orenburg,2017,company,3,11,1
Orenburg,2017,education,174,333,3
Orenburg,2017,facility,19,53,1
Orenburg,2017,healthcare,77,177,3
Orenburg,2018,company,4,8,1
Orenburg,2018,education,361,533,4
Orenburg,2018,facility,30,87,2
Orenburg,2018,healthcare,52,295,3
Orenburg,2019,company,3,18,1
Orenburg,2019,education,633,922,4
Orenburg,2019,facility,38,143,2
Orenburg,2019,healthcare,118,396,3
Orenburg,2020,company,4,19,1
Orenburg,2020,education,586,1223,4
Orenburg,2020,facility,32,226,2
Orenburg,2020,healthcare,129,501,3
Orenburg,2021,company,9,21,1
Orenburg,2021,education,779,2174,4
Orenburg,2021,facility,77,340,1
Orenburg,2021,healthcare,146,675,3
Orenburg,2022,company,9,24,1
Orenburg,2022,education,573,2223,4
Orenburg,2022,facility,36,352,2
Orenburg,2022,healthcare,129,707,3
Orenburg,2023,company,2,36,1
Orenburg,2023,education,360,2254,4
Orenburg,2023,facility,42,331,2
Orenburg,2023,healthcare,105,737,3
Orenburg,2024,company,0,8,1
Orenburg,2024,education,111,736,4
Orenburg,2024,facility,5,120,1
Orenburg,2024,healthcare,42,298,3
Penza,2012,archive,2,1,1
Penza,2012,company,0,8,1
Penza,2012,education,72,166,5
Penza,2012,healthcare,4,42,1
Penza,2013,archive,0,2,1
Penza,2013,company,0,1,1
Penza,2013,education,113,210,5
Penza,2013,healthcare,3,44,1
Penza,2014,archive,1,2,1
Penza,2014,company,1,5,1
Penza,2014,education,136,255,5
Penza,2014,healthcare,7,64,1
Penza,2015,archive,0,4,1
Penza,2015,company,3,12,1
Penza,2015,education,220,419,5
Penza,2015,healthcare,18,70,1
Penza,2016,archive,2,0,1
Penza,2016,company,4,5,1
Penza,2016,education,273,470,5
Penza,2016,government,1,0,1
Penza,2016,healthcare,28,102,1
Penza,2017,archive,2,2,1
Penza,2017,company,7,17,1
Penza,2017,education,304,642,5
Penza,2017,healthcare,26,100,1
Penza,2018,archive,7,6,1
Penza,2018,company,2,14,1
Penza,2018,education,443,927,5
Penza,2018,government,0,2,1
Penza,2018,healthcare,33,156,1
Penza,2019,archive,11,28,1
Penza,2019,company,4,4,1
Penza,2019,education,601,1232,5
Penza,2019,government,3,0,1
Penza,2019,healthcare,79,184,1
Penza,2020,archive,13,74,1
Penza,2020,company,1,15,1
Penza,2020,education,913,1820,5
Penza,2020,government,3,2,1
Penza,2020,healthcare,97,261,1
Penza,2021,archive,7,115,1
Penza,2021,company,5,11,1
Penza,2021,education,1049,2248,5
Penza,2021,government,3,1,1
Penza,2021,healthcare,101,421,1
Penza,2022,archive,4,147,1
Penza,2022,company,2,3,1
Penza,2022,education,977,2152,5
Penza,2022,government,0,1,1
Penza,2022,healthcare,87,466,1
Penza,2023,archive,4,198,1
Penza,2023,company,0,4,1
Penza,2023,education,514,2253,5
Penza,2023,government,0,3,1
Penza,2023,healthcare,82,478,1
Penza,2024,archive,4,46,1
Penza,2024,company,0,1,1
Penza,2024,education,92,536,5
Penza,2024,government,0,1,1
Penza,2024,healthcare,20,180,1
Perm',2012,company,4,9,1
Perm',2012,education,317,655,10
Perm',2012,facility,163,1055,5
Perm',2012,healthcare,3,6,2
Perm',2013,company,7,6,1
Perm',2013,education,465,913,11
Perm',2013,facility,197,1162,7
Perm',2013,healthcare,4,5,1
Perm',2014,company,6,11,1
Perm',2014,education,542,1218,10
Perm',2014,facility,235,1573,6
Perm',2014,healthcare,4,5,1
Perm',2015,company,8,11,1
Perm',2015,education,767,1512,11
Perm',2015,facility,247,1648,6
Perm',2015,healthcare,5,10,2
Perm',2016,company,13,12,1
Perm',2016,education,875,1793,11
Perm',2016,facility,265,1839,8
Perm',2016,healthcare,10,8,2
Perm',2017,company,11,17,1
Perm',2017,education,1059,2334,11
Perm',2017,facility,349,2240,8
Perm',2017,healthcare,7,11,1
Perm',2018,archive,5,0,1
Perm',2018,company,5,20,1
Perm',2018,education,1280,2888,12
Perm',2018,facility,402,2560,8
Perm',2018,healthcare,10,11,2
Perm',2019,archive,2,2,1
Perm',2019,company,20,32,1
Perm',2019,education,1578,4160,12
Perm',2019,facility,593,3291,8
Perm',2019,healthcare,17,11,2
Perm',2020,archive,7,44,1
Perm',2020,company,19,51,1
Perm',2020,education,1671,5243,12
Perm',2020,facility,515,3865,8
Perm',2020,healthcare,12,26,2
Perm',2021,archive,2,28,1
Perm',2021,company,8,43,1
Perm',2021,education,2083,6543,12
Perm',2021,facility,613,4355,8
Perm',2021,healthcare,20,40,2
Perm',2022,archive,0,52,1
Perm',2022,company,17,65,1
Perm',2022,education,1759,7074,12
Perm',2022,facility,461,4612,8
Perm',2022,healthcare,18,73,2
Perm',2023,archive,0,30,1
Perm',2023,company,14,68,1
Perm',2023,education,1442,8631,12
Perm',2023,facility,407,4734,7
Perm',2023,healthcare,13,79,1
Perm',2024,archive,0,15,1
Perm',2024,company,3,14,1
Perm',2024,education,304,2433,12
Perm',2024,facility,85,1575,6
Perm',2024,healthcare,4,21,1
Primor'ye,2012,archive,3,52,1
Primor'ye,2012,education,329,825,8
Primor'ye,2012,facility,879,7771,14
Primor'ye,2012,government,1,0,1
Primor'ye,2013,archive,1,41,1
Primor'ye,2013,education,478,1110,8
Primor'ye,2013,facility,960,9052,14
Primor'ye,2013,government,2,0,1
Primor'ye,2014,archive,2,66,1
Primor'ye,2014,education,650,1559,9
Primor'ye,2014,facility,1114,10383,13
Primor'ye,2014,government,3,0,1
Primor'ye,2015,archive,12,91,2
